from,to,cost
146,510,974.15
146,511,800.98
146,569,1580.17
146,578,1625.4
146,582,1742.25
147,138,1006.58
147,288,592.68
147,309,1570.55
147,335,1170.76
147,362,1175.52
147,363,536.09
147,368,700.27
147,406,653.73
147,694,1700.49
147,698,1687.62
148,61,1424.09
149,132,1558.47
149,145,1633.34
150,127,954.09
150,128,833.26
150,129,21.48
150,134,641.22
150,143,1954.97
150,144,614.2
152,157,1083.23
153,154,1473.56
153,162,1496.68
153,163,913.71
153,935,1948.25
154,153,1473.56
154,159,934.76
154,162,36.42
154,163,559.99
154,538,1668.93
154,552,1732.66
154,576,1683.8
154,581,1961.51
154,935,1866.92
155,158,1824.14
155,161,1168.39
155,165,955.27
156,157,1050.22
157,152,1083.23
157,156,1050.22
158,155,1824.14
158,165,889.91
159,154,934.76
159,162,911.96
159,163,1494.74
159,538,1174.76
159,552,921.8
159,576,1036.11
159,579,1416.98
159,581,1045.53
161,155,1168.39
162,153,1496.68
162,154,36.42
162,159,911.96
162,163,583.98
162,538,1632.81
162,552,1701.04
162,576,1649.05
162,581,1934.6
162,935,1848.21
163,153,913.71
163,154,559.99
163,159,1494.74
163,162,583.98
163,935,1767.85
165,155,955.27
165,158,889.91
166,170,1017.78
166,174,326.21
166,176,858.17
166,178,56.59
166,185,982.92
166,190,1354.12
166,192,1791.91
167,168,22.08
167,193,1713.55
168,167,22.08
168,193,1713.3
169,171,454.8
169,173,1944.81
169,179,1286.05
169,184,231.07
169,186,1574.39
169,187,1699.92
169,201,682.3
170,166,1017.78
170,174,699.41
170,176,162.99
170,178,1006.26
170,181,1179.62
170,185,1966.48
170,190,343.07
170,192,777.17
171,169,454.8
171,179,831.29
171,184,225.73
171,187,1245.12
171,201,1136.11
172,188,1512.48
172,195,383.06
172,196,986.61
172,199,12.15
172,200,871.55
172,324,1340.92
172,345,1644.82
172,348,1357.46
172,367,1686.76
172,369,1548.67
172,372,1287.68
172,399,1304.24
172,568,1952.07
173,169,1944.81
173,180,1000.98
173,186,372.52
173,197,523.11
173,201,1262.51
174,166,326.21
174,170,699.41
174,176,544.15
174,178,328.23
174,181,1877.66
174,185,1304.76
174,190,1040.06
174,192,1476.38
175,185,1221.8
175,189,392.82
175,194,16.41
175,719,1179.86
175,728,112.42
175,729,975.65
175,768,1958.5
175,772,764.66
175,773,566.99
175,774,1514.34
175,792,1508.37
175,797,1464.52
175,805,1177.13
175,809,1465.52
175,824,148.12
176,166,858.17
176,170,162.99
176,174,544.15
176,178,844.97
176,181,1333.89
176,185,1803.5
176,190,496.53
176,192,933.94
177,324,1184.68
177,330,1576.23
177,345,1309.32
177,348,1164.53
177,355,1994.2
177,369,1953.14
177,372,1421.84
177,394,1707.84
177,399,1406.01
178,166,56.59
178,170,1006.26
178,174,328.23
178,176,844.97
178,185,976.74
178,190,1339.04
178,192,1776.94
179,169,1286.05
179,171,831.29
179,183,1385.89
179,184,1056.5
179,187,414.14
179,191,1729.26
179,201,1967.13
180,173,1000.98
180,181,1052.83
180,186,1369.44
180,190,1890.43
180,192,1455.92
180,197,479.52
181,170,1179.62
181,174,1877.66
181,176,1333.89
181,180,1052.83
181,190,837.61
181,192,404.82
181,197,1531.97
182,1,1115.15
182,52,1461.3
182,198,1125.74
182,878,1480.14
182,924,786.09
182,934,808.65
182,954,794.84
182,956,1465.22
182,969,1311.81
182,982,819.58
182,996,1292.92
183,179,1385.89
183,187,974.88
183,191,343.55
183,415,1318.43
183,417,1481.53
183,421,1156.73
183,426,1153.24
183,443,1732.32
183,451,1958.01
183,456,1756.63
183,457,1219.6
183,462,1931.9
183,466,1864.42
183,467,1280.95
183,473,1701.8
184,169,231.07
184,171,225.73
184,179,1056.5
184,186,1801.39
184,187,1470.03
184,201,910.65
185,166,982.92
185,170,1966.48
185,174,1304.76
185,175,1221.8
185,176,1803.5
185,178,976.74
185,189,1614.59
185,194,1222.11
185,719,1603.69
185,728,1325.01
185,729,1474.44
185,772,1404.16
185,773,1389.97
185,774,1596.1
185,792,1577.89
185,797,1781.85
185,805,1582.76
185,809,1802.46
185,824,1317.42
186,169,1574.39
186,173,372.52
186,180,1369.44
186,184,1801.39
186,197,889.98
186,201,892.43
187,169,1699.92
187,171,1245.12
187,179,414.14
187,183,974.88
187,184,1470.03
187,191,1318.42
188,172,1512.48
188,193,999.29
188,195,1130.75
188,196,531.49
188,199,1508.63
188,200,653.77
188,487,1461.68
188,503,1680.5
188,517,638.64
188,545,1680.76
188,563,891.87
188,568,533.2
188,585,1085.41
189,175,392.82
189,185,1614.59
189,194,392.72
189,719,1277.93
189,728,293.19
189,729,1087.07
189,772,874.06
189,773,656.69
189,774,1691.9
189,792,1690.3
189,797,1559.04
189,805,1283.0
189,809,1552.64
189,824,326.56
190,166,1354.12
190,170,343.07
190,174,1040.06
190,176,496.53
190,178,1339.04
190,180,1890.43
190,181,837.61
190,192,437.92
191,179,1729.26
191,183,343.55
191,187,1318.42
191,415,1018.55
191,417,1244.73
191,421,819.83
191,426,815.33
191,443,1503.88
191,451,1759.47
191,456,1548.13
191,457,921.88
191,462,1738.41
191,466,1672.65
191,467,984.02
191,473,1478.43
192,166,1791.91
192,170,777.17
192,174,1476.38
192,176,933.94
192,178,1776.94
192,180,1455.92
192,181,404.82
192,190,437.92
192,197,1934.34
193,167,1713.55
193,168,1713.3
193,188,999.29
193,196,1530.01
193,200,1652.84
193,487,1676.96
193,503,1925.72
193,517,409.35
193,545,1935.51
193,563,811.71
193,568,776.49
193,585,1337.31
194,175,16.41
194,185,1222.11
194,189,392.72
194,719,1163.57
194,728,106.51
194,729,959.37
194,768,1942.21
194,772,748.29
194,773,550.62
194,774,1529.88
194,792,1523.84
194,797,1448.27
194,805,1160.88
194,809,1449.23
194,824,161.32
195,172,383.06
195,188,1130.75
195,196,609.24
195,199,380.19
195,200,499.94
195,324,1679.23
195,345,1943.63
195,348,1697.1
195,367,1896.66
195,369,1827.21
195,372,1643.67
195,399,1661.05
195,487,1758.88
195,517,1728.08
195,563,1734.78
195,568,1583.52
195,585,1839.98
196,172,986.61
196,188,531.49
196,193,1530.01
196,195,609.24
196,199,982.07
196,200,123.8
196,487,1577.3
196,503,1812.61
196,517,1156.27
196,545,1807.45
196,563,1277.43
196,568,978.04
196,585,1319.82
197,173,523.11
197,180,479.52
197,181,1531.97
197,186,889.98
197,192,1934.34
197,201,1782.41
198,182,1125.74
198,878,515.9
198,908,1306.99
198,917,1657.49
198,924,616.36
198,934,605.38
198,954,438.42
198,956,515.81
198,969,1261.34
198,982,424.33
198,996,1266.21
198,999,1659.4
199,172,12.15
199,188,1508.63
199,195,380.19
199,196,982.07
199,200,866.46
199,324,1337.41
199,345,1639.11
199,348,1354.05
199,367,1698.58
199,369,1559.46
199,372,1295.4
199,399,1311.88
199,568,1946.25
200,172,871.55
200,188,653.77
200,193,1652.84
200,195,499.94
200,196,123.8
200,199,866.46
200,487,1646.51
200,503,1843.94
200,517,1280.06
200,545,1837.62
200,563,1390.96
200,568,1083.69
200,585,1380.73
201,169,682.3
201,171,1136.11
201,173,1262.51
201,179,1967.13
201,184,910.65
201,186,892.43
201,197,1782.41
202,206,924.93
202,214,1342.36
202,229,62.05
202,235,1345.58
202,254,925.8
202,258,1696.8
202,270,576.28
202,280,472.46
203,211,1587.82
203,223,715.13
203,239,1154.83
203,267,1956.26
203,281,428.47
204,207,1472.19
204,215,702.01
204,224,22.93
204,240,701.88
204,245,947.38
204,256,1019.22
204,284,940.43
205,214,1385.17
205,217,976.81
205,221,980.93
205,235,1375.01
205,236,159.31
205,241,1612.58
205,243,242.88
205,264,733.85
205,274,1863.5
206,202,924.93
206,212,1202.09
206,213,1203.73
206,229,880.02
206,254,28.61
206,258,781.2
206,270,354.76
206,280,1395.17
207,204,1472.19
207,220,1290.61
207,224,1473.04
207,225,633.96
207,232,631.3
207,240,771.22
207,245,526.01
207,247,966.46
207,250,1120.09
207,263,1089.0
207,274,1967.77
207,284,532.97
208,73,578.13
208,218,1685.45
208,231,1056.26
208,253,29.2
208,261,1404.5
208,262,878.91
208,266,179.99
209,238,1656.32
209,279,78.18
209,283,1127.73
210,231,1387.6
210,234,350.02
210,244,1218.65
210,255,1740.42
210,261,1047.08
210,262,1545.65
211,203,1587.82
211,223,873.08
211,228,1192.59
211,230,1815.72
211,272,606.48
212,206,1202.09
212,213,29.48
212,252,903.35
212,254,1197.28
212,258,423.06
212,270,1556.8
213,206,1203.73
213,212,29.48
213,252,903.19
213,254,1198.22
213,258,422.95
213,270,1558.22
214,202,1342.36
214,205,1385.17
214,229,1395.51
214,235,27.96
214,236,1542.94
214,243,1154.69
214,264,701.45
214,270,1916.86
214,280,871.42
215,204,702.01
215,224,701.4
215,240,1403.79
215,244,1872.03
215,245,1649.34
215,255,1374.57
215,256,317.64
215,284,1642.38
216,219,1344.08
216,226,1001.67
216,246,1037.57
216,249,772.9
216,265,617.63
216,275,24.43
216,282,456.05
217,205,976.81
217,220,1686.38
217,221,25.6
217,236,823.3
217,241,641.3
217,243,1204.75
217,247,1989.08
217,250,1844.54
217,263,1885.9
217,264,1683.54
217,274,914.71
218,208,1685.45
218,253,1689.72
218,266,1864.38
219,216,1344.08
219,222,1383.16
219,246,318.25
219,249,574.27
219,265,1953.89
219,269,1803.62
219,275,1337.17
219,282,1798.35
220,207,1290.61
220,217,1686.38
220,221,1693.37
220,225,656.92
220,232,659.7
220,241,1076.43
220,245,1814.89
220,247,327.81
220,250,172.24
220,263,208.83
220,274,776.96
220,284,1821.84
221,205,980.93
221,217,25.6
221,220,1693.37
221,236,826.28
221,241,642.34
221,243,1210.74
221,247,1994.34
221,250,1850.56
221,263,1892.02
221,264,1691.35
221,274,920.05
222,219,1383.16
222,227,1910.26
222,233,1632.66
222,237,957.4
222,246,1699.0
222,249,1939.61
222,257,956.93
222,269,420.82
222,271,801.47
223,203,715.13
223,211,873.08
223,239,1861.95
223,272,1479.23
223,281,1143.16
224,204,22.93
224,207,1473.04
224,215,701.4
224,240,703.76
224,245,949.01
224,256,1018.94
224,284,942.07
225,207,633.96
225,220,656.92
225,232,29.0
225,240,1403.56
225,241,1638.46
225,245,1158.0
225,247,332.98
225,250,486.13
225,263,455.51
225,274,1364.98
225,284,1164.96
226,216,1001.67
226,249,1764.35
226,265,389.5
226,275,1002.47
226,282,557.93
227,222,1910.26
227,233,279.63
227,237,953.15
227,257,953.64
227,259,464.32
227,260,248.33
227,267,1736.35
227,268,1258.83
227,269,1490.51
227,271,1109.17
227,273,198.82
228,211,1192.59
228,230,625.09
228,238,1336.6
228,272,590.21
229,202,62.05
229,206,880.02
229,214,1395.51
229,235,1398.07
229,254,882.26
229,258,1655.75
229,270,528.14
229,280,524.25
230,211,1815.72
230,228,625.09
230,238,713.01
230,272,1210.29
231,73,896.07
231,208,1056.26
231,210,1387.6
231,234,1722.64
231,253,1053.74
231,261,352.06
231,262,179.07
231,266,878.77
232,207,631.3
232,220,659.7
232,225,29.0
232,240,1402.07
232,241,1628.6
232,245,1156.57
232,247,339.41
232,250,490.27
232,263,461.44
232,274,1357.66
232,284,1163.53
233,222,1632.66
233,227,279.63
233,237,676.81
233,257,675.73
233,259,741.62
233,260,526.41
233,268,1531.75
233,269,1213.74
233,271,832.61
233,273,472.18
234,210,350.02
234,231,1722.64
234,244,868.96
234,255,1391.18
234,261,1375.99
234,262,1885.25
235,202,1345.58
235,205,1375.01
235,214,27.96
235,229,1398.07
235,236,1532.37
235,243,1146.19
235,264,698.93
235,270,1920.77
235,280,873.82
236,205,159.31
236,214,1542.94
236,217,823.3
236,221,826.28
236,235,1532.37
236,241,1461.94
236,243,401.17
236,264,892.33
236,274,1718.89
237,222,957.4
237,227,953.15
237,233,676.81
237,257,34.14
237,259,1417.29
237,260,1201.42
237,269,537.35
237,271,156.02
237,273,1148.7
238,209,1656.32
238,228,1336.6
238,230,713.01
238,272,1923.29
238,279,1698.91
239,203,1154.83
239,223,1861.95
239,267,829.54
239,268,1295.49
239,281,732.39
240,204,701.88
240,207,771.22
240,215,1403.79
240,224,703.76
240,225,1403.56
240,232,1402.07
240,245,245.56
240,247,1734.63
240,250,1889.22
240,256,1720.72
240,263,1856.89
240,284,238.61
241,205,1612.58
241,217,641.3
241,220,1076.43
241,221,642.34
241,225,1638.46
241,232,1628.6
241,236,1461.94
241,243,1833.35
241,247,1362.97
241,250,1224.64
241,263,1266.59
241,274,304.67
242,285,561.5
243,205,242.88
243,214,1154.69
243,217,1204.75
243,221,1210.74
243,235,1146.19
243,236,401.17
243,241,1833.35
243,264,491.17
244,210,1218.65
244,215,1872.03
244,234,868.96
244,255,522.88
244,256,1557.77
245,204,947.38
245,207,526.01
245,215,1649.34
245,220,1814.89
245,224,949.01
245,225,1158.0
245,232,1156.57
245,240,245.56
245,247,1489.13
245,250,1643.68
245,256,1966.29
245,263,1611.42
245,284,6.96
246,216,1037.57
246,219,318.25
246,222,1699.0
246,249,264.97
246,265,1652.41
246,275,1032.44
246,282,1493.47
247,207,966.46
247,217,1989.08
247,220,327.81
247,221,1994.34
247,225,332.98
247,232,339.41
247,240,1734.63
247,241,1362.97
247,245,1489.13
247,250,155.57
247,263,122.56
247,274,1074.38
247,284,1496.08
248,276,745.46
249,216,772.9
249,219,574.27
249,222,1939.61
249,226,1764.35
249,246,264.97
249,265,1387.45
249,275,767.53
249,282,1228.67
250,207,1120.09
250,217,1844.54
250,220,172.24
250,221,1850.56
250,225,486.13
250,232,490.27
250,240,1889.22
250,241,1224.64
250,245,1643.68
250,247,155.57
250,263,42.07
250,274,930.88
250,284,1650.63
252,212,903.35
252,213,903.19
252,258,1325.89
253,73,552.09
253,208,29.2
253,218,1689.72
253,231,1053.74
253,261,1400.65
253,262,875.72
253,266,174.99
254,202,925.8
254,206,28.61
254,212,1197.28
254,213,1198.22
254,229,882.26
254,258,775.32
254,270,360.46
254,280,1394.73
255,210,1740.42
255,215,1374.57
255,234,1391.18
255,244,522.88
255,256,1068.09
256,204,1019.22
256,215,317.64
256,224,1018.94
256,240,1720.72
256,244,1557.77
256,245,1966.29
256,255,1068.09
256,284,1959.33
257,222,956.93
257,227,953.64
257,233,675.73
257,237,34.14
257,259,1417.19
257,260,1201.61
257,269,538.57
257,271,159.65
257,273,1147.9
258,202,1696.8
258,206,781.2
258,212,423.06
258,213,422.95
258,229,1655.75
258,252,1325.89
258,254,775.32
258,270,1135.47
259,227,464.32
259,233,741.62
259,237,1417.29
259,257,1417.19
259,260,216.02
259,267,1272.16
259,268,796.82
259,269,1954.62
259,271,1573.29
259,273,270.21
260,227,248.33
260,233,526.41
260,237,1201.42
260,257,1201.61
260,259,216.02
260,267,1488.16
260,268,1011.73
260,269,1738.77
260,271,1357.44
260,273,62.99
261,73,1178.52
261,208,1404.5
261,210,1047.08
261,231,352.06
261,234,1375.99
261,253,1400.65
261,262,525.92
261,266,1225.75
262,73,739.18
262,208,878.91
262,210,1545.65
262,231,179.07
262,234,1885.25
262,253,875.72
262,261,525.92
262,266,700.73
263,207,1089.0
263,217,1885.9
263,220,208.83
263,221,1892.02
263,225,455.51
263,232,461.44
263,240,1856.89
263,241,1266.59
263,245,1611.42
263,247,122.56
263,250,42.07
263,274,972.49
263,284,1618.37
264,205,733.85
264,214,701.45
264,217,1683.54
264,221,1691.35
264,235,698.93
264,236,892.33
264,243,491.17
264,280,1572.56
265,216,617.63
265,219,1953.89
265,226,389.5
265,246,1652.41
265,249,1387.45
265,275,620.62
265,282,168.5
266,73,480.47
266,208,179.99
266,218,1864.38
266,231,878.77
266,253,174.99
266,261,1225.75
266,262,700.73
267,203,1956.26
267,227,1736.35
267,239,829.54
267,259,1272.16
267,260,1488.16
267,268,485.36
267,273,1539.88
267,281,1548.4
268,227,1258.83
268,233,1531.75
268,239,1295.49
268,259,796.82
268,260,1011.73
268,267,485.36
268,273,1060.89
269,219,1803.62
269,222,420.82
269,227,1490.51
269,233,1213.74
269,237,537.35
269,257,538.57
269,259,1954.62
269,260,1738.77
269,271,381.34
269,273,1685.83
270,202,576.28
270,206,354.76
270,212,1556.8
270,213,1558.22
270,214,1916.86
270,229,528.14
270,235,1920.77
270,254,360.46
270,258,1135.47
270,280,1048.63
271,222,801.47
271,227,1109.17
271,233,832.61
271,237,156.02
271,257,159.65
271,259,1573.29
271,260,1357.44
271,269,381.34
271,273,1304.61
272,211,606.48
272,223,1479.23
272,228,590.21
272,230,1210.29
272,238,1923.29
273,227,198.82
273,233,472.18
273,237,1148.7
273,257,1147.9
273,259,270.21
273,260,62.99
273,267,1539.88
273,268,1060.89
273,269,1685.83
273,271,1304.61
274,205,1863.5
274,207,1967.77
274,217,914.71
274,220,776.96
274,221,920.05
274,225,1364.98
274,232,1357.66
274,236,1718.89
274,241,304.67
274,247,1074.38
274,250,930.88
274,263,972.49
275,216,24.43
275,219,1337.17
275,226,1002.47
275,246,1032.44
275,249,767.53
275,265,620.62
275,282,461.36
276,248,745.46
277,278,1406.44
278,277,1406.44
279,209,78.18
279,238,1698.91
279,283,1052.97
280,202,472.46
280,206,1395.17
280,214,871.42
280,229,524.25
280,235,873.82
280,254,1394.73
280,264,1572.56
280,270,1048.63
281,203,428.47
281,223,1143.16
281,239,732.39
281,267,1548.4
282,216,456.05
282,219,1798.35
282,226,557.93
282,246,1493.47
282,249,1228.67
282,265,168.5
282,275,461.36
283,209,1127.73
283,279,1052.97
284,204,940.43
284,207,532.97
284,215,1642.38
284,220,1821.84
284,224,942.07
284,225,1164.96
284,232,1163.53
284,240,238.61
284,245,6.96
284,247,1496.08
284,250,1650.63
284,256,1959.33
284,263,1618.37
285,242,561.5
286,311,879.66
286,314,1168.84
286,315,1547.05
286,318,27.76
286,336,725.91
286,342,925.55
286,353,1617.01
286,387,1380.67
286,867,1814.63
286,885,1608.77
286,906,1882.17
286,967,1525.82
286,1016,1550.53
287,301,1635.97
287,317,632.35
287,328,517.09
287,346,634.34
287,350,1513.22
287,357,1310.85
287,358,20.55
287,364,1309.74
287,382,1497.67
287,392,973.97
287,397,1639.0
288,138,1577.91
288,147,592.68
288,309,1638.67
288,335,698.58
288,362,715.39
288,363,57.38
288,368,326.28
288,406,603.13
288,694,1519.09
288,698,1513.82
289,306,1844.65
289,323,1778.42
289,360,948.81
290,293,1566.55
290,296,1224.22
290,303,529.34
290,311,1475.23
290,314,1155.03
290,315,763.47
290,342,1418.78
290,387,933.12
290,405,533.29
290,867,1613.18
290,885,1289.51
290,906,823.65
290,967,1221.48
290,971,1739.12
290,1016,1203.0
291,329,525.49
291,380,1432.82
291,409,1904.4
292,300,124.2
292,306,356.66
292,360,1252.47
292,374,1997.16
292,390,382.18
293,290,1566.55
293,296,352.07
293,303,1037.21
293,304,888.11
293,331,1952.46
293,356,882.58
293,402,1422.91
293,405,1034.14
294,322,1854.23
294,347,1308.16
294,354,52.32
294,378,945.59
294,384,1027.16
294,393,1321.82
295,302,1875.14
295,309,833.61
295,310,1395.48
295,320,1229.23
295,327,367.46
295,365,385.64
295,383,682.82
295,404,36.57
295,406,1851.84
295,407,1881.13
296,290,1224.22
296,293,352.07
296,303,696.67
296,304,1221.29
296,315,1987.45
296,356,1218.09
296,402,1752.29
296,405,691.01
296,906,1911.02
297,312,1565.64
297,319,1070.02
297,325,1832.52
297,331,1595.95
297,349,538.64
297,361,535.85
297,385,1065.49
297,386,318.9
298,302,1925.65
298,305,830.13
298,308,659.26
298,326,1206.23
298,337,1441.48
298,366,651.66
298,389,1997.91
298,396,1448.5
298,407,1929.8
299,321,1421.38
299,359,1455.66
300,292,124.2
300,306,232.7
300,360,1128.36
300,390,492.82
301,287,1635.97
301,305,1756.38
301,317,1004.08
301,326,1384.76
301,346,1003.79
301,351,646.71
301,357,326.51
301,358,1633.09
301,364,331.03
301,376,435.5
301,381,421.13
301,389,647.12
301,397,19.7
302,295,1875.14
302,298,1925.65
302,308,1273.76
302,310,515.08
302,320,680.42
302,327,1528.1
302,337,503.26
302,365,1524.04
302,366,1276.3
302,383,1261.91
302,396,504.79
302,404,1867.69
302,407,24.53
303,290,529.34
303,293,1037.21
303,296,696.67
303,304,1917.69
303,311,1995.81
303,314,1678.53
303,315,1292.67
303,342,1940.34
303,356,1914.13
303,387,1462.16
303,405,26.49
303,867,1966.88
303,885,1702.53
303,906,1248.3
303,967,1660.08
303,971,1968.59
303,1016,1638.03
304,293,888.11
304,296,1221.29
304,303,1917.69
304,319,1588.61
304,331,1064.49
304,356,22.39
304,385,1594.36
304,402,535.04
304,405,1912.3
305,298,830.13
305,301,1756.38
305,308,1436.99
305,326,378.37
305,351,1186.27
305,366,1439.46
305,376,1360.74
305,381,1362.74
305,389,1174.1
305,397,1749.9
306,289,1844.65
306,292,356.66
306,300,232.7
306,360,895.87
306,390,716.73
307,341,746.64
307,395,1238.45
307,403,1839.85
308,298,659.26
308,302,1273.76
308,305,1436.99
308,310,1788.75
308,320,1952.59
308,326,1795.15
308,337,783.15
308,366,35.5
308,396,789.56
308,407,1276.47
309,138,1626.02
309,147,1570.55
309,288,1638.67
309,295,833.61
309,327,1187.61
309,363,1631.63
309,365,1197.62
309,368,1958.78
309,383,1487.74
309,404,841.3
309,406,1041.98
310,295,1395.48
310,302,515.08
310,308,1788.75
310,320,169.43
310,327,1036.5
310,337,1015.35
310,365,1028.35
310,366,1790.93
310,383,753.45
310,396,1014.69
310,404,1384.03
310,407,513.73
311,286,879.66
311,290,1475.23
311,303,1995.81
311,314,323.04
311,315,756.5
311,318,887.83
311,336,1604.35
311,342,58.72
311,387,618.29
311,405,1995.16
311,867,1128.57
311,885,814.55
311,906,1261.92
311,909,1762.71
311,915,1767.05
311,967,704.08
311,1016,724.98
312,297,1565.64
312,325,267.19
312,335,1640.01
312,349,1040.95
312,361,1038.49
312,362,1639.39
312,386,1883.65
312,694,1822.11
312,698,1844.38
314,286,1168.84
314,290,1155.03
314,303,1678.53
314,311,323.04
314,315,437.98
314,318,1173.08
314,336,1883.9
314,342,265.19
314,387,319.11
314,405,1678.79
314,867,1129.71
314,885,752.08
314,906,985.65
314,909,1894.61
314,915,1893.55
314,967,622.34
314,971,1953.23
314,1016,633.65
315,286,1547.05
315,290,763.47
315,296,1987.45
315,303,1292.67
315,311,756.5
315,314,437.98
315,318,1546.67
315,342,697.81
315,387,169.96
315,405,1296.7
315,867,1350.45
315,885,954.01
315,906,607.82
315,967,832.47
315,971,1645.98
315,1016,829.77
316,333,291.52
316,400,1115.62
317,287,632.35
317,301,1004.08
317,328,1139.42
317,346,21.96
317,351,1640.99
317,357,678.55
317,358,629.06
317,364,677.43
317,376,1433.31
317,381,1422.08
317,389,1644.09
317,392,1587.97
317,397,1007.55
318,286,27.76
318,311,887.83
318,314,1173.08
318,315,1546.67
318,336,716.55
318,342,932.62
318,353,1614.94
318,387,1379.66
318,867,1834.44
318,885,1624.38
318,906,1873.6
318,967,1539.94
318,1016,1564.5
319,297,1070.02
319,304,1588.61
319,331,532.0
319,349,1608.61
319,356,1596.55
319,361,1605.8
319,385,20.84
319,386,752.77
319,402,1054.83
320,295,1229.23
320,302,680.42
320,308,1952.59
320,310,169.43
320,327,868.44
320,337,1182.49
320,365,859.63
320,366,1953.92
320,383,584.24
320,396,1182.4
320,404,1216.97
320,407,680.46
321,299,1421.38
321,359,34.28
322,294,1854.23
322,347,548.82
322,354,1803.28
323,289,1778.42
323,391,931.85
324,172,1340.92
324,177,1184.68
324,195,1679.23
324,199,1337.41
324,330,988.58
324,345,418.86
324,348,20.58
324,355,1616.58
324,369,1856.83
324,370,1871.12
324,372,1239.51
324,394,1226.68
324,399,1238.33
325,297,1832.52
325,312,267.19
325,335,1373.69
325,349,1305.81
325,361,1303.94
325,362,1373.58
325,368,1842.09
325,694,1617.92
325,698,1639.37
326,298,1206.23
326,301,1384.76
326,305,378.37
326,308,1795.15
326,351,808.44
326,357,1710.74
326,364,1715.79
326,366,1800.21
326,376,983.02
326,381,985.69
326,389,795.97
326,397,1379.17
327,295,367.46
327,302,1528.1
327,309,1187.61
327,310,1036.5
327,320,868.44
327,365,35.36
327,383,317.1
327,404,350.86
327,407,1532.42
328,287,517.09
328,317,1139.42
328,334,1780.5
328,343,1589.86
328,346,1138.62
328,350,996.29
328,357,1815.8
328,358,515.68
328,364,1812.95
328,382,982.03
328,392,457.95
329,291,525.49
329,352,1784.32
329,375,1503.52
329,380,907.38
330,177,1576.23
330,324,988.58
330,338,1464.1
330,345,572.81
330,348,985.51
330,355,631.8
330,370,884.61
330,371,1463.1
330,394,242.43
331,293,1952.46
331,297,1595.95
331,304,1064.49
331,319,532.0
331,356,1071.01
331,385,540.72
331,386,1281.31
331,402,529.56
332,339,629.52
332,344,720.38
332,353,1297.52
332,379,19.02
332,403,972.57
333,316,291.52
333,400,825.07
334,328,1780.5
334,338,772.37
334,343,190.8
334,350,811.82
334,355,1598.51
334,370,1347.25
334,371,770.91
334,382,808.44
334,392,1325.3
334,394,1988.55
335,147,1170.76
335,288,698.58
335,312,1640.01
335,325,1373.69
335,362,31.92
335,363,729.72
335,368,470.53
335,406,1288.8
335,694,1002.72
335,698,1006.47
336,286,725.91
336,311,1604.35
336,314,1883.9
336,318,716.55
336,342,1648.59
336,344,1552.51
336,353,940.58
337,298,1441.48
337,302,503.26
337,308,783.15
337,310,1015.35
337,320,1182.49
337,366,789.94
337,383,1765.01
337,396,24.5
337,407,502.04
338,330,1464.1
338,334,772.37
338,343,962.88
338,350,1582.42
338,355,833.93
338,370,579.56
338,371,17.73
338,382,1580.75
338,394,1223.92
339,332,629.52
339,341,1450.87
339,344,1349.83
339,353,1919.34
339,379,630.05
339,403,343.35
340,352,418.56
340,374,461.39
340,375,699.32
340,380,1296.03
341,307,746.64
341,339,1450.87
341,395,1966.25
341,403,1107.68
342,286,925.55
342,290,1418.78
342,303,1940.34
342,311,58.72
342,314,265.19
342,315,697.81
342,318,932.62
342,336,1648.59
342,387,560.0
342,405,1939.96
342,867,1131.04
342,885,802.72
342,906,1206.29
342,909,1791.32
342,915,1794.7
342,967,687.27
342,1016,706.81
343,328,1589.86
343,334,190.8
343,338,962.88
343,350,624.01
343,355,1789.16
343,370,1538.04
343,371,961.6
343,382,618.4
343,392,1134.51
344,332,720.38
344,336,1552.51
344,339,1349.83
344,353,612.0
344,379,720.0
344,403,1692.65
345,172,1644.82
345,177,1309.32
345,195,1943.63
345,199,1639.11
345,324,418.86
345,330,572.81
345,348,417.99
345,355,1203.82
345,370,1457.3
345,372,1653.25
345,394,813.5
345,399,1651.16
346,287,634.34
346,301,1003.79
346,317,21.96
346,328,1138.62
346,351,1638.69
346,357,677.7
346,358,630.35
346,364,675.82
346,376,1431.6
346,381,1420.77
346,389,1642.07
346,392,1585.61
346,397,1007.68
347,294,1308.16
347,322,548.82
347,354,1256.84
348,172,1357.46
348,177,1164.53
348,195,1697.1
348,199,1354.05
348,324,20.58
348,330,985.51
348,345,417.99
348,355,1612.32
348,369,1856.25
348,370,1867.05
348,372,1237.35
348,394,1222.74
348,399,1235.84
349,297,538.64
349,312,1040.95
349,319,1608.61
349,325,1305.81
349,361,20.94
349,385,1603.88
349,386,856.47
350,287,1513.22
350,328,996.29
350,334,811.82
350,338,1582.42
350,343,624.01
350,358,1511.13
350,371,1580.01
350,382,62.94
350,392,540.03
351,301,646.71
351,305,1186.27
351,317,1640.99
351,326,808.44
351,346,1638.69
351,357,964.3
351,364,963.85
351,376,211.49
351,381,229.23
351,389,21.44
351,397,648.11
352,329,1784.32
352,340,418.56
352,374,878.94
352,375,280.93
352,380,877.81
353,286,1617.01
353,318,1614.94
353,332,1297.52
353,336,940.58
353,339,1919.34
353,344,612.0
353,379,1301.02
354,294,52.32
354,322,1803.28
354,347,1256.84
354,378,997.52
354,384,1078.95
354,393,1373.1
355,177,1994.2
355,324,1616.58
